entry,at,order
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:27:55.384Z,160990727538500
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:27:50.718Z,160990727072005
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:27:50.718Z,160990727072004
"Your hand is 7♠, 7♦",2021-01-06T04:27:50.718Z,160990727072003
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1695) | #4 ""Tony @ I8y9iW09Dh"" (1180)",2021-01-06T04:27:50.718Z,160990727072001
"-- starting hand #91  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:27:50.718Z,160990727072000
"-- ending hand #90 --",2021-01-06T04:27:47.791Z,160990726779202
"""Tony @ I8y9iW09Dh"" collected 40 from pot",2021-01-06T04:27:47.791Z,160990726779201
"Uncalled bet of 40 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:27:47.791Z,160990726779200
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:27:46.985Z,160990726698600
"""Tony @ I8y9iW09Dh"" bets 40",2021-01-06T04:27:08.871Z,160990722887200
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:26:58.870Z,160990721887100
"Flop:  [7♦, 8♠, 4♣]",2021-01-06T04:26:37.172Z,160990719717300
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:26:36.356Z,160990719635700
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:26:09.834Z,160990716983500
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:26:03.310Z,160990716331506
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:26:03.310Z,160990716331505
"Your hand is 7♦, 7♠",2021-01-06T04:26:03.310Z,160990716331504
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1715) | #4 ""Tony @ I8y9iW09Dh"" (1160)",2021-01-06T04:26:03.310Z,160990716331502
"-- starting hand #90  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:26:03.310Z,160990716331501
"The player ""travis @ KSAenvQzCz"" quits the game with a stack of 0.",2021-01-06T04:26:03.310Z,160990716331500
"-- ending hand #89 --",2021-01-06T04:25:57.279Z,160990715728103
"""travis @ KSAenvQzCz"" shows a K♥, 4♥.",2021-01-06T04:25:57.279Z,160990715728102
"""Gautam @ XR0UMSLq50"" collected 680 from pot with Flush, Ks High (combination: K♠, Q♠, 10♠, 6♠, 4♠)",2021-01-06T04:25:57.279Z,160990715728101
"""Gautam @ XR0UMSLq50"" shows a 10♠, 6♠.",2021-01-06T04:25:57.279Z,160990715728100
"""Gautam @ XR0UMSLq50"" calls 290",2021-01-06T04:25:56.457Z,160990715645800
"""travis @ KSAenvQzCz"" bets 290 and go all in",2021-01-06T04:25:48.167Z,160990714816800
"River: 4♠, 3♦, K♠, Q♠ [J♥]",2021-01-06T04:25:43.678Z,160990714368900
"""Gautam @ XR0UMSLq50"" calls 25",2021-01-06T04:25:42.861Z,160990714286300
"""travis @ KSAenvQzCz"" bets 25",2021-01-06T04:25:34.793Z,160990713479400
"Turn: 4♠, 3♦, K♠ [Q♠]",2021-01-06T04:25:30.589Z,160990713059000
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:25:29.784Z,160990712978500
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:25:28.022Z,160990712802300
"Flop:  [4♠, 3♦, K♠]",2021-01-06T04:25:23.546Z,160990712354700
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:25:22.741Z,160990712274100
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:25:20.737Z,160990712073800
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:25:13.639Z,160990711364200
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T04:25:06.489Z,160990710649106
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:25:06.489Z,160990710649105
"Your hand is 7♦, 5♥",2021-01-06T04:25:06.489Z,160990710649103
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1370) | #4 ""Tony @ I8y9iW09Dh"" (1170) | #9 ""travis @ KSAenvQzCz"" (335)",2021-01-06T04:25:06.489Z,160990710649101
"-- starting hand #89  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:25:06.489Z,160990710649000
"-- ending hand #88 --",2021-01-06T04:25:03.546Z,160990710356001
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:25:03.546Z,160990710356000
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:25:02.713Z,160990710272200
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:24:47.720Z,160990708772100
"River: 5♠, 9♥, 8♥, K♥ [10♣]",2021-01-06T04:24:42.385Z,160990708238800
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:24:41.572Z,160990708157200
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:24:33.145Z,160990707314600
"Turn: 5♠, 9♥, 8♥ [K♥]",2021-01-06T04:24:31.002Z,160990707100300
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:24:30.185Z,160990707018600
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:24:29.227Z,160990706922800
"Flop:  [5♠, 9♥, 8♥]",2021-01-06T04:24:16.139Z,160990705614000
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:24:15.332Z,160990705533300
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:24:01.282Z,160990704128300
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:23:57.312Z,160990703731300
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:23:10.409Z,160990699041006
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:23:10.409Z,160990699041005
"Your hand is 7♠, 2♥",2021-01-06T04:23:10.409Z,160990699041003
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1350) | #4 ""Tony @ I8y9iW09Dh"" (1190) | #9 ""travis @ KSAenvQzCz"" (335)",2021-01-06T04:23:10.409Z,160990699041001
"-- starting hand #88  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T04:23:10.409Z,160990699041000
"-- ending hand #87 --",2021-01-06T04:23:04.373Z,160990698437502
"""travis @ KSAenvQzCz"" collected 40 from pot with Pair, K's (combination: K♠, K♦, A♣, Q♥, J♦)",2021-01-06T04:23:04.373Z,160990698437501
"""travis @ KSAenvQzCz"" shows a Q♥, 3♠.",2021-01-06T04:23:04.373Z,160990698437500
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:23:03.569Z,160990698357000
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:23:00.282Z,160990698028300
"River: J♦, K♠, 6♥, A♣ [K♦]",2021-01-06T04:22:53.844Z,160990697384800
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:22:53.032Z,160990697303300
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:22:50.674Z,160990697067500
"Turn: J♦, K♠, 6♥ [A♣]",2021-01-06T04:22:47.409Z,160990696741100
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:22:46.603Z,160990696660400
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:22:44.152Z,160990696415300
"Flop:  [J♦, K♠, 6♥]",2021-01-06T04:22:40.970Z,160990696097200
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:22:40.163Z,160990696016400
"""travis @ KSAenvQzCz"" calls 20",2021-01-06T04:22:22.302Z,160990694230200
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:22:14.453Z,160990693445300
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:22:12.630Z,160990693263106
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T04:22:12.630Z,160990693263105
"Your hand is 7♣, 2♦",2021-01-06T04:22:12.630Z,160990693263103
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1370) | #4 ""Tony @ I8y9iW09Dh"" (1190) | #9 ""travis @ KSAenvQzCz"" (315)",2021-01-06T04:22:12.630Z,160990693263101
"-- starting hand #87  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:22:12.630Z,160990693263100
"""travis @ KSAenvQzCz"" shows a K♦, K♥.",2021-01-06T04:22:10.518Z,160990693051900
"-- ending hand #86 --",2021-01-06T04:22:08.989Z,160990692898902
"""travis @ KSAenvQzCz"" collected 60 from pot",2021-01-06T04:22:08.989Z,160990692898901
"Uncalled bet of 30 returned to ""travis @ KSAenvQzCz""",2021-01-06T04:22:08.989Z,160990692898900
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:22:08.179Z,160990692818000
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:22:07.300Z,160990692730100
"""travis @ KSAenvQzCz"" bets 30",2021-01-06T04:21:50.631Z,160990691063200
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:21:46.982Z,160990690698300
"Flop:  [10♣, 2♦, A♦]",2021-01-06T04:21:34.018Z,160990689401900
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:21:33.212Z,160990689321200
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:21:30.158Z,160990689015900
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:21:29.275Z,160990688927600
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T04:21:08.401Z,160990686840206
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:21:08.401Z,160990686840205
"Your hand is 7♠, 5♣",2021-01-06T04:21:08.401Z,160990686840203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1390) | #4 ""Tony @ I8y9iW09Dh"" (1210) | #9 ""travis @ KSAenvQzCz"" (275)",2021-01-06T04:21:08.401Z,160990686840201
"-- starting hand #86  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:21:08.401Z,160990686840200
"-- ending hand #85 --",2021-01-06T04:21:02.371Z,160990686237202
"""Gautam @ XR0UMSLq50"" collected 240 from pot with Two Pair, 4's & 2's (combination: 4♥, 4♣, 2♠, 2♥, 10♥)",2021-01-06T04:21:02.371Z,160990686237201
"""Gautam @ XR0UMSLq50"" shows a 2♠, 4♥.",2021-01-06T04:21:02.371Z,160990686237200
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:21:01.564Z,160990686156500
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:20:25.350Z,160990682535100
"River: 2♥, 4♣, 10♥, 7♦ [3♥]",2021-01-06T04:20:08.395Z,160990680839800
"""travis @ KSAenvQzCz"" calls 60",2021-01-06T04:20:07.585Z,160990680758600
"""Gautam @ XR0UMSLq50"" bets 60",2021-01-06T04:20:02.698Z,160990680269900
"Turn: 2♥, 4♣, 10♥ [7♦]",2021-01-06T04:19:41.251Z,160990678125300
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:19:40.442Z,160990678044300
"""Gautam @ XR0UMSLq50"" calls 30",2021-01-06T04:19:39.551Z,160990677955100
"""travis @ KSAenvQzCz"" bets 30",2021-01-06T04:19:07.942Z,160990674794300
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:19:04.668Z,160990674466900
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:18:59.961Z,160990673996200
"Flop:  [2♥, 4♣, 10♥]",2021-01-06T04:18:53.699Z,160990673370000
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:18:52.891Z,160990673289200
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:18:52.013Z,160990673201400
"""travis @ KSAenvQzCz"" calls 20",2021-01-06T04:18:29.158Z,160990670915900
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:18:20.786Z,160990670078706
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:18:20.786Z,160990670078705
"Your hand is 7♠, 5♦",2021-01-06T04:18:20.786Z,160990670078703
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1260) | #4 ""Tony @ I8y9iW09Dh"" (1230) | #9 ""travis @ KSAenvQzCz"" (385)",2021-01-06T04:18:20.786Z,160990670078701
"-- starting hand #85  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T04:18:20.786Z,160990670078700
"-- ending hand #84 --",2021-01-06T04:18:17.862Z,160990669786302
"""Gautam @ XR0UMSLq50"" collected 50 from pot",2021-01-06T04:18:17.862Z,160990669786301
"Uncalled bet of 20 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:18:17.862Z,160990669786300
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:18:17.053Z,160990669705400
"""Gautam @ XR0UMSLq50"" bets 20",2021-01-06T04:18:15.239Z,160990669524000
"Flop:  [Q♣, 5♦, J♣]",2021-01-06T04:18:11.368Z,160990669136900
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:18:10.561Z,160990669056200
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:18:04.627Z,160990668462700
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:18:01.348Z,160990668134800
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:17:57.935Z,160990667793606
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T04:17:57.935Z,160990667793605
"Your hand is 7♦, 6♥",2021-01-06T04:17:57.935Z,160990667793603
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1230) | #4 ""Tony @ I8y9iW09Dh"" (1250) | #9 ""travis @ KSAenvQzCz"" (395)",2021-01-06T04:17:57.935Z,160990667793601
"-- starting hand #84  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:17:57.935Z,160990667793600
"""travis @ KSAenvQzCz"" shows a J♦, K♥.",2021-01-06T04:17:55.358Z,160990667535900
"-- ending hand #83 --",2021-01-06T04:17:54.319Z,160990667432002
"""travis @ KSAenvQzCz"" collected 50 from pot",2021-01-06T04:17:54.319Z,160990667432001
"Uncalled bet of 40 returned to ""travis @ KSAenvQzCz""",2021-01-06T04:17:54.319Z,160990667432000
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:17:53.506Z,160990667350700
"""travis @ KSAenvQzCz"" bets 40",2021-01-06T04:17:47.014Z,160990666701600
"Turn: 10♠, 2♠, A♠ [Q♣]",2021-01-06T04:17:38.217Z,160990665822100
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:17:37.412Z,160990665741300
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:17:35.798Z,160990665579900
"Flop:  [10♠, 2♠, A♠]",2021-01-06T04:17:30.880Z,160990665088100
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:17:30.074Z,160990665007500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:17:27.852Z,160990664785300
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:17:24.404Z,160990664440500
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T04:17:10.214Z,160990663021606
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:17:10.214Z,160990663021605
"Your hand is 7♦, 3♣",2021-01-06T04:17:10.214Z,160990663021603
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1250) | #4 ""Tony @ I8y9iW09Dh"" (1260) | #9 ""travis @ KSAenvQzCz"" (365)",2021-01-06T04:17:10.214Z,160990663021601
"-- starting hand #83  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:17:10.214Z,160990663021600
"-- ending hand #82 --",2021-01-06T04:17:07.304Z,160990662730402
"""Tony @ I8y9iW09Dh"" collected 210 from pot",2021-01-06T04:17:07.304Z,160990662730401
"Uncalled bet of 90 returned to ""Tony @ I8y9iW09Dh""",2021-01-06T04:17:07.304Z,160990662730400
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:17:06.494Z,160990662649500
"""Tony @ I8y9iW09Dh"" bets 90",2021-01-06T04:15:25.546Z,160990652554700
"Flop:  [Q♠, 3♥, 6♦]",2021-01-06T04:15:18.391Z,160990651839200
"""travis @ KSAenvQzCz"" calls 100",2021-01-06T04:15:17.584Z,160990651758500
"""Tony @ I8y9iW09Dh"" raises to 100",2021-01-06T04:15:15.811Z,160990651581200
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:15:12.187Z,160990651218800
"""travis @ KSAenvQzCz"" raises to 60",2021-01-06T04:15:06.044Z,160990650604500
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:15:00.197Z,160990650019806
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:15:00.197Z,160990650019805
"Your hand is 7♣, Q♣",2021-01-06T04:15:00.197Z,160990650019803
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1260) | #4 ""Tony @ I8y9iW09Dh"" (1150) | #9 ""travis @ KSAenvQzCz"" (465)",2021-01-06T04:15:00.197Z,160990650019801
"-- starting hand #82  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T04:15:00.197Z,160990650019800
"-- ending hand #81 --",2021-01-06T04:14:54.165Z,160990649416602
"""Tony @ I8y9iW09Dh"" collected 210 from pot with Two Pair, J's & 2's (combination: J♦, J♠, 2♥, 2♦, A♥)",2021-01-06T04:14:54.165Z,160990649416601
"""Tony @ I8y9iW09Dh"" shows a 2♥, 2♦.",2021-01-06T04:14:54.165Z,160990649416600
"""Gautam @ XR0UMSLq50"" calls 40",2021-01-06T04:14:53.348Z,160990649334900
"""Tony @ I8y9iW09Dh"" bets 40",2021-01-06T04:14:33.054Z,160990647305500
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:14:28.566Z,160990646857000
"River: J♦, 8♠, A♥, 4♣ [J♠]",2021-01-06T04:14:19.393Z,160990645939600
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:14:18.586Z,160990645858700
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:14:17.183Z,160990645718400
"Turn: J♦, 8♠, A♥ [4♣]",2021-01-06T04:14:15.018Z,160990645502000
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:14:14.201Z,160990645420200
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:14:12.674Z,160990645267400
"Flop:  [J♦, 8♠, A♥]",2021-01-06T04:14:07.642Z,160990644764300
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T04:14:06.837Z,160990644683800
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:14:00.733Z,160990644073300
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:13:59.886Z,160990643988700
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:13:56.811Z,160990643681206
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T04:13:56.811Z,160990643681205
"Your hand is 7♥, 2♦",2021-01-06T04:13:56.811Z,160990643681203
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1360) | #4 ""Tony @ I8y9iW09Dh"" (1040) | #9 ""travis @ KSAenvQzCz"" (475)",2021-01-06T04:13:56.811Z,160990643681201
"-- starting hand #81  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:13:56.811Z,160990643681200
"-- ending hand #80 --",2021-01-06T04:13:50.777Z,160990643077902
"""Tony @ I8y9iW09Dh"" collected 300 from pot with Pair, K's (combination: K♠, K♣, J♠, 9♣, 7♠)",2021-01-06T04:13:50.777Z,160990643077901
"""Tony @ I8y9iW09Dh"" shows a 9♣, K♠.",2021-01-06T04:13:50.777Z,160990643077900
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:13:49.972Z,160990642997200
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:13:46.907Z,160990642690800
"River: 5♠, 3♣, 7♠, K♣ [J♠]",2021-01-06T04:13:39.548Z,160990641955100
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:13:38.732Z,160990641873600
"""Tony @ I8y9iW09Dh"" calls 60",2021-01-06T04:13:37.899Z,160990641790000
"""Gautam @ XR0UMSLq50"" bets 60",2021-01-06T04:13:31.107Z,160990641110800
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:13:25.638Z,160990640563900
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:13:23.981Z,160990640398200
"Turn: 5♠, 3♣, 7♠ [K♣]",2021-01-06T04:13:19.494Z,160990639949500
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:13:18.672Z,160990639867200
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:13:15.267Z,160990639526700
"""Tony @ I8y9iW09Dh"" checks",2021-01-06T04:13:13.620Z,160990639362100
"Flop:  [5♠, 3♣, 7♠]",2021-01-06T04:13:04.659Z,160990638466000
"""Gautam @ XR0UMSLq50"" calls 60",2021-01-06T04:13:03.853Z,160990638385400
"""travis @ KSAenvQzCz"" calls 60",2021-01-06T04:12:57.585Z,160990637758600
"""Tony @ I8y9iW09Dh"" raises to 60",2021-01-06T04:12:03.902Z,160990632390300
"""Gautam @ XR0UMSLq50"" calls 20",2021-01-06T04:12:00.020Z,160990632002100
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T04:11:56.358Z,160990631635906
"""Tony @ I8y9iW09Dh"" posts a small blind of 10",2021-01-06T04:11:56.358Z,160990631635905
"Your hand is 7♣, K♠",2021-01-06T04:11:56.358Z,160990631635903
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1480) | #4 ""Tony @ I8y9iW09Dh"" (860) | #9 ""travis @ KSAenvQzCz"" (535)",2021-01-06T04:11:56.358Z,160990631635901
"-- starting hand #80  (No Limit Texas Hold'em) (dealer: ""Gautam @ XR0UMSLq50"") --",2021-01-06T04:11:56.358Z,160990631635900
"-- ending hand #79 --",2021-01-06T04:11:53.432Z,160990631343302
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:11:53.432Z,160990631343301
"Uncalled bet of 20 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:11:53.432Z,160990631343300
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:11:52.624Z,160990631262400
"""Gautam @ XR0UMSLq50"" raises to 40",2021-01-06T04:11:50.014Z,160990631001500
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:11:44.430Z,160990630443100
"""Tony @ I8y9iW09Dh"" posts a big blind of 20",2021-01-06T04:11:39.237Z,160990629923806
"""Gautam @ XR0UMSLq50"" posts a small blind of 10",2021-01-06T04:11:39.237Z,160990629923805
"Your hand is 7♦, 7♠",2021-01-06T04:11:39.237Z,160990629923803
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1460) | #4 ""Tony @ I8y9iW09Dh"" (880) | #9 ""travis @ KSAenvQzCz"" (535)",2021-01-06T04:11:39.237Z,160990629923801
"-- starting hand #79  (No Limit Texas Hold'em) (dealer: ""travis @ KSAenvQzCz"") --",2021-01-06T04:11:39.237Z,160990629923800
"-- ending hand #78 --",2021-01-06T04:11:36.311Z,160990629631202
"""Gautam @ XR0UMSLq50"" collected 40 from pot",2021-01-06T04:11:36.311Z,160990629631201
"Uncalled bet of 20 returned to ""Gautam @ XR0UMSLq50""",2021-01-06T04:11:36.311Z,160990629631200
"""travis @ KSAenvQzCz"" folds",2021-01-06T04:11:35.504Z,160990629550500
"""Gautam @ XR0UMSLq50"" bets 20",2021-01-06T04:11:28.060Z,160990628806100
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:11:09.008Z,160990626900900
"Flop:  [A♣, 5♥, 3♠]",2021-01-06T04:10:56.317Z,160990625631900
"""Gautam @ XR0UMSLq50"" checks",2021-01-06T04:10:55.507Z,160990625550800
"""travis @ KSAenvQzCz"" calls 20",2021-01-06T04:10:49.324Z,160990624932500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:10:46.123Z,160990624612400
"""Gautam @ XR0UMSLq50"" posts a big blind of 20",2021-01-06T04:10:43.477Z,160990624348107
"""travis @ KSAenvQzCz"" posts a small blind of 10",2021-01-06T04:10:43.477Z,160990624348106
"Your hand is 7♠, 2♠",2021-01-06T04:10:43.477Z,160990624348104
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1440) | #4 ""Tony @ I8y9iW09Dh"" (880) | #9 ""travis @ KSAenvQzCz"" (555)",2021-01-06T04:10:43.477Z,160990624348102
"-- starting hand #78  (No Limit Texas Hold'em) (dead button) --",2021-01-06T04:10:43.477Z,160990624348101
"The player ""Cody @ HO1vaicBKi"" quits the game with a stack of 4125.",2021-01-06T04:10:43.477Z,160990624348100
"""Tony @ I8y9iW09Dh"" shows a Q♠, A♥.",2021-01-06T04:10:40.072Z,160990624007200
"""travis @ KSAenvQzCz"" shows a 2♠, K♥.",2021-01-06T04:10:40.047Z,160990624004800
"-- ending hand #77 --",2021-01-06T04:10:39.147Z,160990623914802
"""travis @ KSAenvQzCz"" collected 100 from pot",2021-01-06T04:10:39.147Z,160990623914801
"Uncalled bet of 75 returned to ""travis @ KSAenvQzCz""",2021-01-06T04:10:39.147Z,160990623914800
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:10:38.343Z,160990623834400
"""travis @ KSAenvQzCz"" bets 75",2021-01-06T04:10:18.394Z,160990621839500
"Turn: 3♥, K♠, 4♥ [2♦]",2021-01-06T04:10:09.900Z,160990620990200
"""Tony @ I8y9iW09Dh"" calls 25",2021-01-06T04:10:09.094Z,160990620909500
"""travis @ KSAenvQzCz"" bets 25",2021-01-06T04:10:06.670Z,160990620667100
"Flop:  [3♥, K♠, 4♥]",2021-01-06T04:09:16.754Z,160990615675500
"""travis @ KSAenvQzCz"" checks",2021-01-06T04:09:15.942Z,160990615594300
"""Cody @ HO1vaicBKi"" folds",2021-01-06T04:09:13.514Z,160990615351500
"""Tony @ I8y9iW09Dh"" calls 20",2021-01-06T04:09:12.708Z,160990615270900
"The admin ""Tony @ I8y9iW09Dh"" enqueued the removal of the player ""Cody @ HO1vaicBKi"".",2021-01-06T04:09:08.606Z,160990614860700
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:09:07.435Z,160990614743500
"""travis @ KSAenvQzCz"" posts a big blind of 20",2021-01-06T04:08:37.605Z,160990611760908
"""Cody @ HO1vaicBKi"" posts a small blind of 10",2021-01-06T04:08:37.605Z,160990611760907
"Your hand is 7♠, A♥",2021-01-06T04:08:37.605Z,160990611760904
"Player stacks: #1 ""Gautam @ XR0UMSLq50"" (1440) | #4 ""Tony @ I8y9iW09Dh"" (925) | #7 ""Cody @ HO1vaicBKi"" (2135) | #9 ""travis @ KSAenvQzCz"" (500)",2021-01-06T04:08:37.605Z,160990611760902
"-- starting hand #77  (No Limit Texas Hold'em) (dealer: ""Tony @ I8y9iW09Dh"") --",2021-01-06T04:08:37.605Z,160990611760901
"""Cody @ HO1vaicBKi"" shows a 8♣, 9♣.",2021-01-06T04:06:47.147Z,160990600714800
"-- ending hand #75 --",2021-01-06T04:06:44.770Z,160990600477102
"""Asher @ 19TVcwV9oC"" collected 100 from pot",2021-01-06T04:06:44.770Z,160990600477101
"Uncalled bet of 250 returned to ""Asher @ 19TVcwV9oC""",2021-01-06T04:06:44.770Z,160990600477100
"""Cody @ HO1vaicBKi"" folds",2021-01-06T04:06:43.954Z,160990600395500
"""Tony @ I8y9iW09Dh"" folds",2021-01-06T04:05:34.618Z,160990593461900
"""Gautam @ XR0UMSLq50"" folds",2021-01-06T04:05:33.739Z,160990593373900
